NM_UE,candidate,NOME_CANDIDATO,NOME_URNA_CANDIDATO,bad,empty
LOUVEIRA,PAULINHO,FRANCISCO PAULO SOUSA,PAULINHO SOUZA,,
MAIRINQUE,BINHO,RUBENS MERGUIZO FILHO,BINHO MERGUIZO,,
PORTO FERREIRA,PROF BERQUE,CARLOS CESAR BERQUE,PROFESSOR BERQUE,,
RIBEIRÃO PIRES,DEDE,EDINALDO MENEZES,DEDE FOLHA,,
SANTOS,PROF KENNY,KENNY PIRES MENDES,PROFESSOR KENNY,,
CHAPADA DE AREIA,DONA MARIA,MARIA JESUS BARROS VARAO,DONA MARIA 'MAE JAJA',,
CAMPO MOURÃO,PROFESSOR EVALDO,EVALDO BERTOLDI,PROFESSOR EVALDO BERTOLDI,,
FOZ DO IGUAÇU,CORONEL JAHNKE,MARCOS ANTONIO JAHNKE,TENENTE CORONEL JAHNKE,,
FOZ DO IGUACU,CORONEL JAHNKE,MARCOS ANTONIO JAHNKE,TENENTE CORONEL JAHNKE,,
IBAITI,ZE MILTON,JOSE MILTON VALLE,"JOSE MILTON VALLE, ZE MILTON",,
ITAPEMA,BOLINHA,RODRIGO COSTA,RODRIGO BOLINHA,,
CAMPO VERDE,ZE HUMBERTO,JOSE HUMBERTO SANTOS,JOSE HUMBERTO (ZE BARBEIRO),,
CAMPO GRANDE,MARQUINHOS,MARCOS MARCELLO TRAD,MARQUINHOS TRAD,,
CAMPO GRANDE,ROSE,ROSIANE MODESTO OLIVEIRA,ROSE MODESTO,,
CAMPO GRANDE,CARLAO,CARLOS AUGUSTO BORGES,CARLAO COMUNITARIO MESMO,,
CAMPO GRANDE,LUCAS LIMA,LUIZ CARLOS CORREIA LIMA,LUCAS LIMA AMOR SEM FIM,,
CAMPO GRANDE,ANTONIO CRUZ,ANTONIO FERREIRA CRUZ FILHO,DR ANTONIO CRUZ,,
CAMPO GRANDE,BETH,MARIA BERNADETE CARVALHO GAUTO,BETH CARVALHO,,
CAMPO GRANDE,NEIDE MISSIONARIA,ROSA NEIDE CARDOSO,MISSIONARIA NEIDE,,
CUIABÁ,FABINHO,FABIO MARTINS DEFANTI,FABINHO PROMOCOES,,
CUIABA,JUCA GUARANA,LIDIO BARBOSA,JUCA GUARANA FILHO,,
DOURADOS,PROF ENIO,ENIO RIBEIRO OLIVEIRA,PROFESSOR ENIO,,
ITAPORA,PACCO,MARCOS ANTONIO PACO,MARCOS PACCO,,
JACIARA,NEI,IVANEIS LOPES ASSUNCAO,IVANEIS,,
JACIARA,TONINHO,ANTONIO ZANIN MARCAL,TONINHO VEREADOR,,
RIBAS DO RIO PARDO,TUCURA,PAULO CESAR LIMA SILVEIRA,PAULO TUCURA,,
VÁRZEA GRANDE,MILTAO,MILTON DANTAS OLIVEIRA,MILTON DANTAS OLIVEIRA MILTAO,,
ARAGUAINA,PROF MAYST MAIA,MAYST MARCOS SOUSA SANTOS,PROFESSOR MAYST MAIA,,
GOIANIRA,CARLAO,CARLOS ALBERTO ANDRADE OLIVEIRA,CARLAO FOX,,
TACURU,CARLINHOS,CARLOS ALBERTO PELEGRINI,CARLINHOS PELEGRINI,,
ACRE,JESUS,JESUS SERGIO MENEZES,JESUS SERGIO,,
ACRE,OLAVINHO,OLAVO FRANCELINO REZENDE,OLAVINHO BOIADEIRO,,
DISTRITO FEDERAL,BRIGADEIRO ATILA,ATILA MAIA ROCHA,BRIGADEIRO ATILA MAIA,,
ESPÍRITO SANTO,ROSE,ROSILDA FREITAS,ROSE FREITAS,,
GOIÁS,PROF MAGDA BORGES,MAGDA MARIA BORGES,PROFESSORA MAGDA BORGES,,
GOIÁS,PROF ALESSANDRO AQUINO,ALESSANDRO AQUINO CIRQUEIRA,PROFESSOR ALESSANDRO AQUINO,,
GOIÁS,PROF GELI,MARIA GELI SANCHES,PROFESSORA GELI,,
MINAS GERAIS,MARCO ANTONIO,MARCO ANTONIO REIS CARVALHO,DR MARCO ANTONIO,,
MATO GROSSO DO SUL,ZECA,JOSE ORCIRIO MIRANDA SANTOS,ZECA PT,,
MATO GROSSO DO SUL,ALMI,JOSE ALMI PEREIRA MOURA,CABO ALMI,,
MATO GROSSO DO SUL,LUCAS LIMA,LUIZ CARLOS CORREIA LIMA,LUCAS LIMA AMOR SEM FIM,,
MATO GROSSO DO SUL,DEL WELLINGTON,WELLINGTON OLIVEIRA,DELEGADO WELLINGTON,,
MATO GROSSO,JUIZA SELMA,SELMA ROSANE SANTOS ARRUDA,JUIZA SELMA ARRUDA,,
MATO GROSSO,VITAMINA,VALDIR ADAO MACAGNAM JUNIOR,JUNIOR MACAGNAM VITAMINA,,
MATO GROSSO,JUCA GUARANA,LIDIO BARBOSA,JUCA GUARANA FILHO,,
MATO GROSSO,TAMPINHA,JOSE AUGUSTO SILVA CURVO,TAMPINHA JOSE AUGUSTO CURVO,,
MATO GROSSO,XUXU,EDERSON DAL MOLIN,XUXU DAL MOLIN,,
PARÁ,ZEQUINHA,JOSE CRUZ MARINHO,ZEQUINHA MARINHO,,
PARÁ,CORONEL OSMAR,OSMAR SILVA NASCIMENTO,CORONEL OSMAR NASCIMENTO,,
PARÁ,PROFESSOR GERSON,GERSON DOURAO COSTA,PROFESSOR GERSON DOURAO,,
PARÁ,CHICO,PAULO SERGIO SOUZA,CHICO PESCA,,
PARÁ,TONI CUNHA,ANTONIO CARLOS CUNHA SA,DELEGADO TONI CUNHA,,
PARAÍBA,PROFESSOR NELSON,NELSON ALEIXO SILVA JUNIOR,PROFESSOR NELSON JUNIOR,,
PERNAMBUCO,JAIRINHO,JAIRO LIMA SILVA,PASTOR JAIRINHO,,
PIAUÍ,MARCOS AURELIO,MARCOS AURELIO PADUA RIBEIRO GONCALVES SAMPAIO,MARCOS AURELIO SAMPAIO,,
PIAUÍ,DR FRANCISCO,FRANCISCO ASSIS OLIVEIRA COSTA,DR FRANCISCO COSTA,,
PIAUÍ,DUDU,ANTONIO JESUS RODRIGUES SANTOS,ANTONIO JESUS/DUDU POVO,,
PIAUÍ,BELE,TAZMANIA GOMES MEDEIROS OLIVEIRA,BELE MEDEIROS,,
PIAUÍ,TERERE,DEUSIMAR SOCORRO BRITO FARIAS,DEUSIMAR O TERERE,,
PARANÁ,ROSINHA,FLORISVALDO FIER,DR ROSINHA,,
PARANÁ,PROF JORGE BERNARDI,JORGE LUIZ BERNARDI,PROFESSOR JORGE BERNARDI,,
PARANÁ,PROFESSOR ORIOVISTO,ORIOVISTO GUIMARAES,PROFESSOR ORIOVISTO GUIMARAES,,
PARANÁ,BETO,CARLOS ALBERTO RICHA,BETO RICHA,,
RIO GRANDE DO NORTE,PROF CARLOS ALBERTO,CARLOS ALBERTO FREIRE MEDEIROS,PROFESSOR CARLOS ALBERTO,,
RIO GRANDE DO NORTE,PROF LAILSON,LAILSON ALMEIDA,PROFESSOR LAILSON,,
RIO GRANDE DO NORTE,CAP STYVENSON,EANN STYVENSON VALENTIM MENDES,CAPITAO STYVENSON,,
RIO GRANDE DO NORTE,CARLA DICKSON,HILKEA CARLA SOUZA MEDEIROS LIMA,CARLA DICKSON OFTALMOLOGISTA,,
RIO GRANDE DO NORTE,TOMBA,LUIZ ANTONIO LOURENCO FARIAS,TOMBA FARIAS,,
RONDÔNIA,TIZIU,JIDALIAS ANJOS PINTO,TIZIU JIDALIAS,,
RONDÔNIA,DR FERRARI,LUIZ CARLOS FERRARI,DR LUIZ FERRARI,,
RORAIMA,CHICO,FRANCISCO ASSIS RODRIGUES,CHICO RODRIGUES,,
SANTA CATARINA,PROFESSOR PEDRO,PEDRO CABRAL FILHO,PROFESSOR PEDRO CABRAL,,
SÃO PAULO,KIM,KIM PATROCA KATAGUIRI,KIM KATAGUIRI,,
BELÉM,EDIMILSON,EDMILSON BRITO RODRIGUES,EDMILSON RODRIGUES,,
BELEM,JEFERSON,JEFFERSON ELY VALE LIMA,JEFFERSON LIMA,,
BELEM,ARNALDO JODY,ARNALDO JORDY FIGUEIREDO,JORDY,,
BELEM,ARINALDO VALE,ANIVALDO JUVENIL VALE,ANIVALDO VALE,,
CAXIAS,HELTON MESQUINHA,HELTON JOSE OLIVEIRA MESQUITA,DR HELTON,,
GOVERNADOR ARCHER,JACKSON VALERIO SOUZA OLIVEIRA,JAKSON VALERIO SOUSA OLIVEIRA,VALERIO,,
PINHEIRO,LEONARDO AS,LEONARDO SARMENTO PIRES SA,DR LEONARDO SA,,
PINHEIRO,SINVALDO SOUSA,SINVAL NUNES SOUZA,SINVAL SOUZA,,
SÃO LUÍS,WHASHINGTON OLIVEIRA,JOAQUIM WASHINGTON LUIZ OLIVEIRA,WASHINGTON,,
TIMON,EDVAR,EDIVAR JESUS RIBEIRO,EDIVAR RIBEIRO,,
TIMON,KENEDY,KENNEDY ROBERT PEDREIRA GEDEON,KENNEDY GEDEON,,
TIMON,BETY GLABE,BETHE GLABE NUNES SANTOS,PROFESSORA BETHE GLABE,,
GEMINIANO,HERCULANO CARVALHO,ERCULANO EDIMILSON CARVALHO,ERCULANO,,
APODI,GORETE SILVEIRA,MARIA GORETI SILVEIRA PINTO,GORETE,,
MACAÍBA,TOMAZ SENA,THOMAS JOSE MEDEIROS SENA,THOMAS SENA,,
NATAL,PAULINHO,ROBERIO PAULINO RODRIGUES,PROFESSOR ROBERIO,1,
PATU,EVILASIA GILDENCIA,EVILASIA GILDENIA OLIVEIRA,EVILASIA,,
SÃO JOSÉ DE MIPIBU,KERICLES ALVES,KERICLIS ALVES RIBEIRO,KERINHO,,
SERRA NEGRA DO NORTE,SERGINHO FERNANDES,SERGIO FERNANDES MEDEIROS,SERGINHO,,
POMBAL,MAYENE,MAYENNE VAN BANDEIRA LACERDA,MAYENNE VAN,,
SÃO JOSÉ DO EGITO,ECLERINSTON,ECLERISTON VASCONCELOS PESSOA RAMOS,DR ECLERISTON,,
MACEIÓ,JEFFERSON MORAES,JEFERSON GOES MORAIS,JEFERSON MORAIS,,
MACEIO,GALBA NOVAES,GALBA NOVAIS CASTRO JUNIOR,GALBA,,
MACAÚBAS,ROBSON NUNES,ROBINSON CAMARGO RIBEIRO NUNES,ROBINHO,,
SALVADOR,NELSON PELEGRINO,NELSON VICENTE PORTELA PELLEGRINO,PELEGRINO,,
SAO FRANCISCO DO CONDE,RITA VALENTIM,RILZA VALENTIM ALMEIDA PENA,RILZA,,
ANCHIETA,RENATO LORENCHI,RENATO LORENCINI,RENATO LORENCINI,,
LINHARES,MILENA CEOLIM,MILENA MOTA CEOLIN,MILENA,,
VITÓRIA,GUSTAVO BIASSI,GUSTAVO BIASE NUNES ROCHA,GUSTAVO BIASE,,
ITAGUAI,AMARIS BRITO,ARAMIS BRITO BEZERRA JUNIOR,ARAMIS BRITO,,
ITAGUAI,MARCIA CHEREGHINE,MARCIA PEREIRA CHEREGHINI PAULA,PASTORA MARCIA CHEREGHINI,,
ITAGUAI,SAULO,MARCIA PEREIRA CHEREGHINI PAULA,PASTORA MARCIA CHEREGHINI,1,
BERTIOGA,D,KALED ALI EL MALAT,KALED,1,
MAUÁ,EDMAR,ADIMAR JOSE SILVA,EDIMAR RECICLAGEM,,
MAUÁ,DONIZETE,DONISETE PEREIRA BRAGA,DONISETE BRAGA,,
MAUA,ATILA JACOMUSSE,ATILA CESAR MONTEIRO JACOMUSSI,ATILA,,
MAUA,OZELITIO,OZELITO JOSE BENEDITO,IRMAO OZELITO,,
MAUA,EDMAR,ADIMAR JOSE SILVA,EDIMAR RECICLAGEM,,
SÃO PAULO,SONINHA FRANCINE,SONIA FRANCINE GASPAR MARMO,SONINHA,,
SAO PAULO,RUSSOMANO,CELSO UBIRAJARA RUSSOMANNO,CELSO RUSSOMANNO,,
SAO PAULO,LULA,ANA LUIZA FIGUEIREDO GOMES,ANA LUIZA,1,
SAO PAULO,DILMA,PAULO PEREIRA SILVA,PAULINHO FORCA,1,
SAO PAULO,SONINHA FRANCINE,SONIA FRANCINE GASPAR MARMO,SONINHA,,
SAO VICENTE,LUIZ CLAUDIO BILI,LUIS CLAUDIO BILI LINS SILVA,BILI,,
SUZANO,CARMEM LUCIA CORENTE,CARMEN LUCIA LORENTE,CARMINHA,,
TIMBURI,LUIZAO CABRAL,LUIZ CABRAL ZURDO,LUIZAO,,
COLORADO,ZEMARDI,VALDOMIRO ZANARDI,ZANARDI,1,
JACAREZINHO,LEVI,LEVY SANTOS MORAES,LEVY MORAES,,
JOAQUIM TAVORA,WILLIAN VALTER OVCAR,WILIAM WALTER OVCAR,VATAO,,
ALEGRIA,RENATO TEXEIRA,RENATO FRANCISCO TEIXEIRA,RENATO,,
FARROUPILHA,ALDEMIR BARRETA,ADEMIR BARETTA,BARETTA,,
NOVO HAMBURGO,LUIS LAUERMANN,JOSE LUIZ LAUERMANN,LAUERMANN,,
SANTA MARIA,CESAR SCHIRMER,CEZAR AUGUSTO SCHIRMER,SCHIRMER,,
BELA VISTA,MARCOS PALMIERI,MARCO ANTONIO LOUREIRO PALMIERI,DRº MARCO PALMIERI,,
CUIABÁ,ALDO DATRO,ALDO LUIZ DALTRO MELO,ALDO LUIZ DALTRO,,
CUIABÁ,ROOSEVELT,ROOSIVELT ELIAS FERREIRA COELHO,ROOSIVELT COELHO,,
ROSARIO OESTE,ACASSIO,ACACIO ROBERTO CRUZ,ACACIO,,
ROSARIO OESTE,LUIS FERNANDO,LUIZ FERNANDO ALEXANDRE,LUIZ FERNANDO SANTA HELENA,,
CALDAS NOVAS,EVANDRO MAGAL,EVANDO MAGAL ABADIA CORREIA E SILVA,MAGAL,,
GOIANIA,SIMEYSON SILVEIRA,SIMEYZON SINELIZ FERNANDES SILVEIRA,SIMEYZON,,
GOIANIA,SIMEIZON SILVEIRA,SIMEYZON SINELIZ FERNANDES SILVEIRA,SIMEYZON,,
AMAZONAS,PAUDERNEY AVELINOO,PAUDERNEY TOMAZ AVELINO,PAUDERNEY,,
AMAZONAS,NILMAR OLVEIRA,JOSE NILMAR ALVES OLIVEIRA,PASTOR NILMAR,,
BRASIL,DILMA ROUSEFF,DILMA VANA ROUSSEFF,DILMA,,
BRASIL,DILMA ROSSEFF,DILMA VANA ROUSSEFF,DILMA,,
BRASIL,DILMA HOUSSEFF,DILMA VANA ROUSSEFF,DILMA,,
DISTRITO FEDERAL,AGNELLO,AGNELO SANTOS QUEIROZ FILHO,AGNELO QUEIROZ,,
MATO GROSSO DO SUL,ALDICES BERNAL,ALCIDES JESUS PERALTA BERNAL,ALCIDES BERNAL,,
MATO GROSSO,JSE ROBERTO,JOSE ROBERTO FREITAS CAVALCANTE,DR JOSE ROBERTO,,
MATO GROSSO,JULIO CAMPOS,TULIO AURELIO CAMPOS FONTES,TULIO FONTES,1,
MATO GROSSO,TABORELLY,PERY TABORELLI SILVA FILHO,CORONEL TABORELLI,,
MATO GROSSO,PERY TABORELLY,PERY TABORELLI SILVA FILHO,CORONEL TABORELLI,,
PARÁ,WLADYMIR COSTA,WLADIMIR AFONSO COSTA RABELO,WLAD,,
PARÁ,LEONARDO CABRAL,LEONARD CABRAL GONCALVES OLIVEIRA,DR LEONARD CABRAL,,
PARÁ,ZEZINHO,EDINHO SILVA MOTA,EDY SILVA,1,
PIAUÍ,HIGO NAPOLEOAO,HUGO NAPOLEAO REGO NETO,HUGO NAPOLEAO,,
PIAUÍ,SHEILA GOMES,CHEILA MARIA GOMES SILVA,PROFª CHEILA GOMES,,
PIAUÍ,FLORE ISABEL,FLORA IZABEL NOBRE RODRIGUES,FLORA IZABEL,,
PIAUÍ,FABIO SANTOS,PABLO DANTAS MOURA SANTOS,DR PABLO SANTOS,1,
PIAUÍ,RUBENS MARTINS,RUBEM NUNES MARTINS,RUBEM MARTINS,,
RIO DE JANEIRO,ANTHONO GAROTINHO,ANTHONY WILLIAM GAROTINHO MATHEUS OLIVEIRA,GAROTINHO,,
RIO DE JANEIRO,TARCISIO MOLLA,TARCISIO MOTTA CARVALHO,TARCISIO MOTTA,,
RIO GRANDE DO NORTE,WILMA FARIAS,WILMA MARIA FARIA,VILMA MARIA FARIA,,
RONDÔNIA,ALOISIO VIDAL,ALUIZIO VIDAL FLOR,ALUIZIO VIDAL,,
RONDÔNIA,ZE BIANCO,ENEAS ROMULO DALTON DI FRANCO ARAUJO,DALTO DI FRANCO,1,
RONDÔNIA,AILTON GURGACK,AIRTON PEDRO GURGACZ,AIRTON GURGACZ,,
RONDÔNIA,MARCOS ROGERIO,CARLOS ROBERTO OLIVEIRA AMORIM,CARLINHOS OLIVEIRA,1,
SERGIPE,EDVALDO LEANDRO,EDIVALDO SOARES LEANDRO,LEANDRO,,
SÃO PAULO,PAULI SKAF,PAULO ANTONIO SKAF,SKAF,,
SÃO PAULO,MARCOS FELICIANO,MARCO ANTONIO FELICIANO,PASTOR MARCO FELICIANO,,
SÃO PAULO,ABDO MAZLAM,ABDO LCARIM MAZLOUM,ABDO MAZLOUM,,
PORTO VELHO,EDWILSON NEGUEIROS,FRANCISCO EDWILSON BESSA HOLANDA NEGREIROS,EDVILSON NEGREIROS,,
PORTO VELHO,EVERALDO FOGACO,EVERALDO ALVES FOGACA,FOGACA SITE O OBSERVADOR,,
PORTO VELHO,PR JOEL,JOSE ARY GURJAO SILVEIRA,ARY GURJAO,1,
JI-PARANA,VANERLEI NINES,JOSE VANDERLEI NUNES FERNANDES,VANDERLEI NUNES,,
JI-PARANA,ARIBA JUNIOR,ORIBE ALVES JUNIOR,ORIBE JUNIOR,1,
JI-PARANA,KASIUSK,EDSON COSTA KAZIUK,EDSON KAZIUK,,
ARIQUEMES,LOURIVAL,LORIVAL RIBEIRO AMORIM,LORIVAL AMORIM,,
PIMENTA BUENO,MIRIAN,MARIA APARECIDA OLIVEIRA,CIDA PT,1,
PIMENTA BUENO,DONA ROSA,MARCIA GARIBALDI ROSA,MARCIA GARIBALDI,,
VILHENA,CARMOZINHA,CARMOZINO ALVES MOREIRA,CARMOZINO ALVES,,
VILHENA,CARMOZINHO,CARMOZINO ALVES MOREIRA,CARMOZINO ALVES,,
VILHENA,CARMOZIM,CARMOZINO ALVES MOREIRA,CARMOZINO ALVES,,
VILHENA,CABO JOAO,EZEQUIEL FERREIRA SAO MIGUEL,EZEQUIEL FERREIRA,1,
JARU,STELA MARIS,STELLA MARI MARTONI,STELLA,,
JARU,CASSIA,JHONE MAYK ASSIS,JHONE TAMBAQUI NA BRASA,1,
JARU,JERSON HORA,GELSON HORA,GELSON HORA,1,
PRESIDENTE MEDICI,INDIO,EDIO BALHEIRO SANTOS,EDINHO CAFE,1,
PRESIDENTE MEDICI,EDESIO,EDIO BALHEIRO SANTOS,EDINHO CAFE,1,
PRESIDENTE MEDICI,ERICA,IRIA VANILZA TOZE,IRIA TOZE,1,
ITAPUA DO OESTE,SILVANA,MARCELO RIBEIRO SILVA,MARCELO MATIAS,1,
CRUZEIRO DO SUL,CARLA BRITO,CARLA IVANE BRITTO,DELEGADA CARLA,,
ELDORADO DOS CARAJAS,HIARA,IARA BRAGA MIRANDA,IARA BRAGA,,
BELEM,EDIMILSON RODRIGUES,EDMILSON BRITO RODRIGUES,EDMILSON,,
SÃO DOMINGOS DO CAPIM,YOTI,ALBERTO YOITI NAKATA,YOITI NAKATA,,
TUCURUI,NILDA,JONES WILLIAM SILVA GALVAO,JONES WILLIAM,1,
TUCURUI,NILVAN,JONES WILLIAM SILVA GALVAO,JONES WILLIAM,1,
REDENCAO,MARLOSVAL DUETI,MARIOSVAL DUETI REZENDE SILVA,MARIOSVAL,,
SANTA FILOMENA DO MARANHAO,IZANIO,ISANIO GOMES SOUSA,DR ISANIO,,
PAÇO DO LUMIAR,INACIO,INALDO ALVES PEREIRA,INALDO PEREIRA,1,
SÃO LUÍS,JULIO PINHEIRO,JOABSON COSTA PINHEIRO JUNIOR,JOABSON JUNIOR,1,
AGUA BRANCA,MARGARETE PIMENTEL,MARGARETH SOUSA PIMENTEL,MARGARETH,,
AGUA BRANCA,TATIANE,TATIANA ALMEIDA CARVALHO,TATIANA CARVALHO,1,
AGUA BRANCA,RALCLISTON,RAICLYSTON ALEXANDRINO SANTOS,RAICLYSTON,,
BERTOLINIA,LUCIDO JOSE,LUCILIO JOSE RODRIGUES PEREIRA,LUCILIO RODRIGUES,,
CAMPO MAIOR,WINDEN BRITO,WILDEM AZEVEDO BRITO,HILDEM BRITO,,
CAMPO MAIOR,JOAO MAROK,JOSE MARIA LISBOA,SARGENTO LISBOA PEIXE,1,
CAMPO MAIOR,LURDES SILVA,MARIA LOURDES SOUSA SILVA,LOURDES SILVA GAROTA LEITOA,,
CAMPO MAIOR,MANOEL ALVERENGA,MANOEL IBIAPINA ALVARENGA,PROFESSOR MANOEL ALVARENGA,,
CAMPO MAIOR,MISALEIA,MIZARLEIA APARECIDA LIMA ALMEIDA,MIZARLEIA,,
CAMPO MAIOR,GABRIELA,JULIAN GABRIELLA PINHO GOMES ARAUJO,GABRIELLA PINHO,,
CURIMATA,JOSIMAR,JOSEMAR ARAUJO OLIVEIRA,ZEMAR,,
CURIMATA,ARISTONCLIDES,ARISTOCLIDES RIBEIRO CARVALHO,BENGA MATOS,,
GUARIBAS,ERCILIA ANDRADE,ERCILIO MATIAS ANDRADE,ERCILIO,1,
OEIRAS,B SA,JOSE RAIMUNDO SA LOPES,ZE RAIMUNDO,1,
PICOS,FRANCO,MARIA FATIMA FERRAZ FRANCA,DONA FATIMA,1,
PIMENTEIRAS,AMISTANIO,AMYSTHANIO RODRIGUES ALVES,AMYSTHANIO ALVES,,
PIRIPIRI,CAIQUE,EVANDRO KAIQUE SOUSA OLIVEIRA,EVANDRO KAIQUE,,
PIRIPIRI,WILLIAM,FRANCISCO WILLIAN OLIVEIRA COSTA,WILLIAN LOTO,,
PIRIPIRI,VALDICIELSON,VALDIVIELSO OLIVEIRA MONTEIRO,VALDIVIELSO,,
REGENERAÇÃO,FABI,MARIA IANI PEREIRA SILVA SOUSA,DETA,1,
REGENERAÇÃO,VANDA,ELSON VIANA TEIXEIRA,ELSON VIANA,1,
CARIRIACU,CASSYANA FEITOSA,KASSYANA MELO FEITOSA,KASSYANA,,
APODI,ANDREZO,JOSE ANDREAZO PEREIRA ALVES,ANDREAZO ALVES,,
DOUTOR SEVERIANO,JOSE JACONE,JOSE JACOME NETO,DECA GENTIL,,
MACAU,DECIO,FRANK DERCIO CABRAL SILVA,DERCIO CABRAL,,
MACAU,EDVAL,EDIVAL FRANCISCO SILVA,EDIVAL LANCHONETE,,
MONTE ALEGRE,JANILDO,JANILSON GOMES SILVA,JANILSON GOMES,1,
MOSSORO,NARCISIO SILVA,SEBASTIAO NACIZIO SILVA,NACIZIO,,
SERRA NEGRA DO NORTE,ANA KARINA,ANA KARINNE ARAUJO NOBREGA,ANA KARINNE,,
BREJO DA MADRE DE DEUS,WALGNER ASSUNCAO,WAGNER MILLANEZ VIANA ASSUNCAO,BOLAO,,
LIMOEIRO,THIAGO CAVALCANTE,THIAGO ANDRADE FERREIRA CAVALCANTI,THIAGO,,
SÃO CAITANO,ILDELFONSO,ILDEFONSO RODRIGUES SANTOS,DR ILDEFONSO,,
SERTÂNIA,JULIO CEZAR LEITE,JULIO CESAR PEREIRA OLIVEIRA LEITE,JULIO CESAR,,
TORITAMA,LUCINHA FERREIRA,MARIA LUCIA PEREIRA SILVA,LUCINHA,,
TOBIAS BARRETO,DILSON,ADEILSON SANTANA NOGUEIRA,ADEILSON NOGUEIRA,1,
TEIXEIRA DE FREITAS,TIMOTEO BRITO,TEMOTEO ALVES BRITO,TEMOTEO,,
IPATINGA,EDUARDO FIGUEREDO,EDUARDO FIGUEIREDO ROCHA,DR EDUARDO,,
JUIZ DE FORA,NORADINO JUNIOR,NORALDINO LUCIO DIAS JUNIOR,NORALDINO,,
LAVRAS,SILAS,THALES MARDEN SILVA SALGADO,PROFESSOR THALES MARDEN,1,
UBERABA,PIAUI,PAULO PIAU NOGUEIRA,PAULO PIAU,1,
NOVA ALVORADA DO SUL,ARIEL,ARLEI SILVA BARBOSA,ARLEI,1,
CARDOSO MOREIRA,GILSON SIGUEIRA,GILSON NUNES SIQUEIRA,GILSON NUNES SIQUEIRA,,
JAPERI,MAROCS PAULO ALVES,MARCOS PAULO ALVES ALMEIDA,MARCOS PAULO (MARCAO),,
JAPERI,ANDRE LUIZ OLIVEIRA,ANDRE LUIS OLIVEIRA CRISTINO,ANDREZINHO JAPERI,,
MARICÁ,JORGE CASTOR,JORGE CASTRO NASCIMENTO JUNIOR,JUNIOR ELETRO,,
RIO DE JANEIRO,MARCELO CRIVALLA,MARCELO BEZERRA CRIVELLA,CRIVELLA,,
CUBATÃO,SIVERINO TARCICIO,SEVERINO TARCISIO SILVA,DODA,,
GUARULHOS,PEREIRA,WAGNE FREITAS MOREIRA,WAGNER FREITAS,1,
IBIÚNA,PAULO SASSAKI,PAULO KENJI SASAKI,PAULINHO SASAKI,,
MOGI DAS CRUZES,LUIZ CARLOS GONDIM,LUIS CARLOS GONDIM TEIXEIRA,GONDIM,,
PIRAPORA DO BOM JESUS,BENE,RAUL SILVEIRA BUENO JUNIOR,RAUL BUENO,1,
RIBEIRÃO PIRES,LUIS GRECCO,LUIZ CARLOS GRECCO,GRECCO,,
SALESOPOLIS,VANDELON OLIVEIRA,VANDERLON OLIVEIRA GOMES,VANDERLON,,
SANTO ANDRE,RAIMUNDO SALLES,RAIMUNDO TARASKEVICIUS SALES,SALLES,,
SANTA FE,EDSON PALATTA,EDSON PALOTTA NETTO,EDSON PALOTTA NETTO,,
UMUARAMA,POZZABOM,CELSO LUIZ POZZOBOM,CELSO LUIZ POZZOBOM,,
UMUARAMA,RIGOBELO,ADALBERTO CARLOS RIGOBELLO,PROFESSOR RIGOBELLO,,
PORTO ALEGRE,DIZIEDRICKI,MAURICIO ALEXANDRE DZIEDRICKI,MAURICIO,,
SANTO ANTONIO DO LESTE,EDIVALDO,EDVALDO SOUSA LUZ,EDVALDO ASSENTAMENTO,,
SANTO ANTONIO DO LESTE,EDIMIL,EDEMIL PEREIRA SALDANHA,EDEMIL SALDANHA,,
SANTO ANTONIO DO LESTE,ENEAS,ENEIAS PEREIRA OLIVEIRA,ENEIAS OLIVEIRA,,
SANTO ANTONIO DO LESTE,DEJANILDES,DEJANILDE RODRIGUES CAMPOS,DEJA,,
SANTO ANTONIO DO LESTE,LUCICLEIDE,LUCILEIDE SILVA COSTA,LUCILEIDE PADARIA,,
ARENÁPOLIS,DOUGLAS DOLIREO,DOUGLAS DORILEO JOAQUIM,DOUGLAS DORILEO,,
CACERES,ARIANO,ADRIANO APARECIDO SILVA,PROFESSOR ADRIANO,,
CAMPO VERDE,SOLIVAM,SOLIVAN COSTA FONSECA,SOLIVAN FONSECA,,
CAMPO GRANDE,ATHAYDE NERI,ATHAYDE NERY FREITAS JUNIOR,ATHAYDE,,
CAMPO GRANDE,ATAYDE NERY,ATHAYDE NERY FREITAS JUNIOR,ATHAYDE,,
CAMPO GRANDE,MOKA,MARCELO MOURA BLUMA,MARCELO BLUMA,1,
CORUMBA,HELANO HOLANDA,ELANO HOLANDA ALMEIDA,ELANO,,
CUIABÁ,SERYS MARLI,SERYS MARLY SLHESSARENKO,SERYS SLHESSARENKO,,
CUIABA,SERYS MARLI,SERYS MARLY SLHESSARENKO,SERYS SLHESSARENKO,,
CUIABA,EDENIR XAVIER,EDEMIR CLAUDIO XAVIER,DR XAVIER,,
JACIARA,JOSIAS,JOZIAS MELO ALMEIDA,JOZIAS MELO,,
PONTA PORÃ,LUDMAR NOVAES,LUDIMAR GODOY NOVAIS,LUDIMAR NOVAIS,,
VARZEA GRANDE,TABORELLY,PERY TABORELLI SILVA FILHO,CORONEL TABORELLI,,
VARZEA GRANDE,WILIAM,WILLIAM CARDOSO,WILLIAM CARDOSO,,
